Прайс-лист,,,,,
,,,,,
,,,,,
Лампи для проекторів,,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
373,B00873,"Адаптер Ewell USB3.0 to HDMI со звуком, встроенный драйвер",https://buygadget.com.ua/adapter-usb30-to-hdmi/?sku=1384,Есть," 998,00"
374,B00300,"Кабель USB2.0 AM to micro USB2.0 M, Samsung, RTL 1.0м белый, блистер",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m/?sku=628,Есть," 102,00"
375,B00979,Райзер Ewell Riser Card PCI E 16X ver. 3.0 PRO 30 см. кут 180 градусів (EW337),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30-pro/?sku=1518,Есть,"1 800,00"
376,B00097,"Кабель SATA3.0, 7pin F/F, з застібками  червоний 40 см.",https://buygadget.com.ua/kabel-sata30-7pin-ff/?sku=1564,Есть," 69,00"
377,B00592,"Кабель USB2.0 to USB3.1 Type-C AM/CM, в оплетке, RTL 1.5 метра, серебристая оплетка ",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-v-opletke-rtl/?sku=985,Есть," 164,00"
378,DT-V003,"Кабель VGA 3+6, DTECH 3.0 метра ",https://buygadget.com.ua/kabel-vga-36-dtech/?sku=1312,Есть," 532,00"
379,B00880,"Адаптер USB3.1 to SATA III 2.5""/3.5"" 7+15pin, белый",https://buygadget.com.ua/adapter-usb31-to-sata-iii-2535-715pin-belyy/?sku=1534,Есть," 833,00"
380,B00925,Райзер Ewell Riser Card PCI E 16X ver. 3.0 із засувкою 15 см. прямий (EW314),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30/?sku=1493,Есть," 600,00"
381,B00658,"AUX Кабель 4pin Audio 3.5 мм M/M, в оплетке blue",https://buygadget.com.ua/aux-kbel-4pin-audio-35-mm-mm-v-opletke/?sku=1434,Есть," 126,00"
382,B00869,Кардридер 23 in 1 розовый,https://buygadget.com.ua/kardrider-23-in-1/?sku=1414,Есть," 228,00"
383,B00582,"Кабель USB2.0 AM/AM  1.5 метра, екранований, синій, EW428",https://buygadget.com.ua/kabel-usb20-amam/?sku=980,Есть," 104,00"
384,B00674,"OTG адаптер Ewell Type-C to USB 3.0 чорний, EW464",https://buygadget.com.ua/adapter-usb-31-type-c-to-usb-30-otg-adapter/?sku=1081,Есть," 95,00"
385,B00815,"Magnetic кабель USB2.0 AM (2,4A) без коннектора в черной оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-24a-bez-konnektora1/?sku=1259,Есть," 145,00"
386,B00683,"Контролер Ewell PCI-E to 2xCOM (RS232), WCH CH382L (EW078) Low Profile Bracket, 2COM",https://buygadget.com.ua/adapter-pci-express-to-2xcom-rs232-wch-ch382l/?sku=1091,Есть," 525,00"
387,(EW473),"Адаптер SATA 7+15 M/F, 90 градусов B00099",https://buygadget.com.ua/adapter-sata-715-mf-90-gradusov/?sku=1661,Есть," 188,00"
388,B00352,"Кабель Type-C to Micro-B, M/M белый",https://buygadget.com.ua/kabel-type-c-to-micro-b-mm-1-metr/?sku=1307,Есть," 226,00"
389,B00544,"Розетка HDMI, внутрішня на 1-порт HDMI срібна",https://buygadget.com.ua/rozetka-hdmi-vnutrennya-na-1-port-hdmi/?sku=1622,Есть," 404,00"
390,B00612,"Кабель Ewell USB 3.0 AM - AM, 28 AWG 0,6 метра, синій, EW106",https://buygadget.com.ua/kabel-usb30-amam-ploskiy/?sku=1030,Есть," 132,00"
391,B00842,Bluetooth-адаптер 4.2 Ewell білий,https://buygadget.com.ua/adapter-bluetooth-42-rtl/?sku=1351,Есть," 150,00"
392,B00740 (EW469),"Кабель Ewell HDMI, 4K 60Hz 1.0 метри, 4K 60Hz",https://buygadget.com.ua/kabel-hdmi-m-to-hdmi-m-v14-4k-oem/?sku=1202,Есть," 100,00"
393,B00413,Удлинитель 2xRCA (M) to 2xRCA (F) RTL 7.5 метров,https://buygadget.com.ua/udlinitel-2xrca-m-to-2xrca-f-75m-rtl/?sku=783,Есть," 187,00"
394,B00331,Кабель живлення Ewell USB to Molex 80 см (EW476),https://buygadget.com.ua/kabel-usb-to-molex-05m/?sku=1692,Есть," 140,00"
395,B00347 ,"Контролер PCI to LAN, Intel Pro/1000 GT, PWLA8391GT Yottamark",https://buygadget.com.ua/adapter-pci-to-lan-intel-pro1000-mt-pwla8391gt-rtl/?sku=1587,Есть,"1 580,00"
396,B00857,"Адаптер Bluetooth 4.0, чип CSR8510, RTL черный",https://buygadget.com.ua/adapter-bluetooth-40-chip-csr8510-chernyy-rtl/?sku=1349,Есть," 308,00"
397,B00411,Конектор Ewell FTP RJ-45 Cat.5е (8P8C) 100 шт. EW230,https://buygadget.com.ua/konnektor-rj-45-8p8c-ftp-cat-5e-100-shtup/?sku=1688,Есть," 230,00"
398,B00862,Райзер Ewell Riser Card PCI-E 4X to 4X 35 см.,https://buygadget.com.ua/riser-card-pci-e-4x-to-4x/?sku=1347,Есть," 520,00"
399,B00274,"Подовжувач USB2.0, AM/AF 3.0 метри, чорний",https://buygadget.com.ua/udlinitel-usb20-18m/?sku=986,Есть," 64,00"
400,B00825,"Магнітний кабель Ewell microUSB2.0 - USB 2.1 A 1 метр, в серебристой оплетке",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb-rtl/?sku=1278,Есть," 120,00"
401,B00176,"Видео Splitter HDMI на 4 монитора, v2.0, 3D, 4K2K 4K, EW204",https://buygadget.com.ua/video-splitter-hdmi-na-4-monitora-v14a-3d/,Есть," 555,00"
402,B00349,"Мережевий адаптер Ewell PCI-E to LAN, 1000Mbps, RTL8111C, RTL Low Profile Bracket",https://buygadget.com.ua/adapter-pci-to-lan-1000mbps-rtl8111c-rtl/?sku=709,Есть," 407,00"
403,B00600,"Кабель-браслет Lightning, 20 см, RTL белый",https://buygadget.com.ua/kabel-braslet-iphone-56ipad-20-sm/?sku=991,Есть," 120,00"
404,B00672,"Кабель для принтера угловой 90 градусов right 90 градусов, 1.0м",https://buygadget.com.ua/kabel-usb20-am-to-bm-up-90-gradusov-15m/?sku=1079,Есть," 132,00"
405,B00466,"Кабель IEEE 1394 4P/4P 3 метра, блистер",https://buygadget.com.ua/kabel-ieee-1394-4p4p-3m-rtl/,Есть," 140,00"
406,B00685,Кабель 3xRCA M/M 3.0 метри,https://buygadget.com.ua/kabel-3xrca-m-to-3xrca-m/?sku=1094,Есть," 120,00"
407,B00479,"USB2.0 кабель Kming для iPhone 5/6/iPad 4, 0.4mm/2.1A, RTL в черной оплетке",https://buygadget.com.ua/usb20-kabel-dlya-iphone-56ipad-4-04mm21a-rtl/?sku=864,Есть," 144,00"
408,B00665,"AUX Кабель Audio 4pin to 3pin, 3.5 мм M/M, с микрофоном черный",https://buygadget.com.ua/aux-kabel-audio-4pin-to-3pin-35-mm-mm-s-mikrofonom/?sku=1066,Есть," 148,00"
409,B00190,"Райзер Ewell Riser Card PCI-E 1X ver. 3.0 кутовий, EW482",https://buygadget.com.ua/rayzer-ewell-riser-card-pci-e-1x-ver-30/?sku=1702,Есть," 430,00"
410,B00989,Кабель AUX Lightning to 3pin Audio 3.5 мм чорний,https://buygadget.com.ua/kabel-aux-lightning-to-3pin-audio-35-mm/?sku=1576,Есть," 212,00"
411,B00659,AUX Кабель 4pin Audio 3.5 мм M/M білий,https://buygadget.com.ua/aux-kabel-4pin-audio-35-mm-mm-belyy/?sku=1060,Есть," 90,00"
412,B00605,"Кабель-браслет micro USB 2.0, 20 см, RTL            белый",https://buygadget.com.ua/kabel-braslet-micro-usb-20-20-sm/?sku=996,Есть," 120,00"
413,B00653,"Кабель Audio 3.5 мм M/M, раздвижной белый",https://buygadget.com.ua/kabel-audio-35-mm-m-to-35-mm-m-razdvizhnoy/?sku=1052,Есть," 57,00"
414,B00498,Кабель для підключення кулера 4pin червоний,https://buygadget.com.ua/kabel-dlya-pdklyuchennya-kulera-4pin/?sku=1582,Есть," 74,00"
415,B00739,Ковпачок ізолюючий під обжимку Ewell RJ-45 25 штук (прозорий),https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1476,Есть," 70,00"
416,B00953,Удлинитель питания ATX 4 pin M/F 50 см,https://buygadget.com.ua/udlinitel-pitaniya-atx-4-pin-mf/?sku=1618,Есть," 177,00"
417,B00492,Кабель HDMI M to VGA M 5 метрів,https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-female-dlina-12-m/?sku=895,Есть," 255,00"
418,B00800,Райзер Ewell Riser Card PCI-E 16X з клямкою 30 см. EW069,https://buygadget.com.ua/riser-card-pci-e-16x-zashchelka/,Есть," 350,00"
419,B00990,Кабель AUX Lightning to 3pin Audio 3.5 мм срібний,https://buygadget.com.ua/kabel-aux-lightning-to-3pin-audio-35-mm/?sku=1577,Есть," 212,00"
420,B00606,"Кабель-браслет micro USB 2.0, 20 см, RTL            серый",https://buygadget.com.ua/kabel-braslet-micro-usb-20-20-sm/?sku=997,Есть," 120,00"
421,B00485,"Кабель Ewell USB 3.0 AM - AM, 28 AWG 0,6 метра, чорний, EW479",https://buygadget.com.ua/kabel-usb30-amam-ploskiy/?sku=1695,Есть," 132,00"
422,B00155,"Кабель USB2.0 AM to micro USB2.0 M, оплетка, RTL 2 метра, черный, блистер",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-opletka-2m/?sku=869,Есть," 84,00"
423,B00971,"OTG адаптер Type-C to USB 3.0, 0.15 м червоні, EW439",https://buygadget.com.ua/adapter-type-c-to-usb-30-otg-adapter-02-metri/?sku=1660,Есть," 165,00"
424,B00816,"Magnetic кабель USB2.0 AM (2,4A) без коннектора в золотистой оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-24a-bez-konnektora1/?sku=1260,Есть," 145,00"
425,B00799,"Райзер Ewell Riser Card PCI-E 16X, Molex, із засувкою 30 см. (EW068)",https://buygadget.com.ua/riser-card-pci-e-16x-molex-19sm-bez-zashchelki/?sku=1222,Есть," 400,00"
426,B01000,Перехідник Ewell OTG Lightning — USB 3.0 золотистий (EW458),https://buygadget.com.ua/usb30-otg-adapter-lightning/?sku=1678,Есть," 250,00"
427,B00875,"OTG адаптер Ewell Type-C to USB 3.0 синій, EW465",https://buygadget.com.ua/adapter-usb-31-type-c-to-usb-30-otg-adapter/?sku=1583,Есть," 95,00"
428,B00967,"Подовжувач Ewell USB 3.0 AM - AF, 26 AWG, синій 1.0 метри, EW433",https://buygadget.com.ua/udlinitel-usb30-amaf/?sku=1653,Есть," 160,00"
429,B00589,"Кабель синхронізації Ewell USB2.0 - Type-C M/M 2.4А 1.0 метр, білий",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-oyem/?sku=981,Есть," 105,00"
430,B00819,"Magnetic коннектор (2,4A) USB3.1 Type-C",https://buygadget.com.ua/magnetic-konnektor-24a/?sku=1263,Есть," 145,00"
431,B01010,"AUX Адаптер 4pin Audio 3.5 to USB M/M білий, 100 см  ",https://buygadget.com.ua/adapter-audio-35-mm-m-to-usb-am-belyy-015m/?sku=1571,Есть," 132,00"
432,B01005,Райзер Ewell Riser Card PCI E 16X ver. 3.0 із засувкою 15 см. кут 270 градусів (EW355),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30/?sku=1548,Есть," 600,00"
433,B00893,"Магнітний кабель Ewell Lightning - USB 2.1 А 1 метр, в серебристой оплетке  ",https://buygadget.com.ua/magnetic-kabel-lightning-rtl/?sku=1428,Есть," 165,00"
434,B00807,"Подовжувач Ewell USB Type-C, Gen2, 100W 5A, чорний  3.0 метри, 10 Gbps, EW426",https://buygadget.com.ua/podovzhuvach-type-c/?sku=1573,Есть," 550,00"
435,B00888,"Магнітний кабель Ewell USB Type-C to USB 2.1 A 1 метр, в серебристой оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-type-c-rtl/?sku=1424,Есть," 140,00"
436,B00476,"USB2.0 кабель для iPhone 5/6/iPad 4, оплетка 2 метра, черный",https://buygadget.com.ua/usb20-kabel-dlya-iphone-56ipad-4-rtl/?sku=859,Есть," 170,00"
437,B00803,Магнітний кабель синхронізації Ewell USB Type-C to USB 3A 1 м в золотистой оплетке,https://buygadget.com.ua/magnetic-kabel-usb20-am-to-type-c/?sku=1230,Есть," 300,00"
438,B00804,"Магнітний кабель синхронізації Ewell Lightning - USB 3A, 1 м золотисте обплетення",https://buygadget.com.ua/magnetic-kabel-iphone-567ipad-4/?sku=1229,Есть," 320,00"
439,B00317,"Кабель живлення для відеокарт ATX 6pin to 8pin (6+2), M/M 100 см",https://buygadget.com.ua/kabel-zhivlennya-dlya-vdeokart-atx-6pin-to-8pin-62-mm-unversalniy-50-sms/?sku=1680,Есть," 250,00"
440,B00001,"Кабель DisplayPort to HDMI 3 метра, білий",https://buygadget.com.ua/kabel-displayport-to-hdmi-18m/?sku=1265,Есть," 390,00"
441,B00756,Magnetic кабель USB2.0 AM to micro USB в черной оплетке,https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb/?sku=1167,Есть," 280,00"
442,B00670,"Кабель для принтера угловой 90 градусов down 90 градусов, 1.0м",https://buygadget.com.ua/kabel-usb20-am-to-bm-up-90-gradusov-15m/?sku=1077,Есть," 132,00"
443,B00960 (EW470),"Кабель Ewell HDMI, 4K 60Hz 1.5 метри, 4K 60Hz",https://buygadget.com.ua/kabel-hdmi-m-to-hdmi-m-v14-4k-oem/?sku=1594,Есть," 110,00"
444,B00982,"Адаптер Ewell USB 3.1 Type-C - HDMI, 4K, 30Hz, 0.2 м червоний",https://buygadget.com.ua/adapter-usb31-type-c-to-hdmi-4k-60hz/?sku=1522,Есть," 395,00"
445,B00986,"Кабель HDMI v2.0, 3D, 4K 5.0 метрів, 4K 60Hz",https://buygadget.com.ua/kabel-hdmi-v20-3d-4k/?sku=1529,Есть," 867,00"
446,B00341 ,"Кабель USB2.0 to micro USB2.0, 2.4А 0.5 метрів, чорний",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-24a/?sku=1650,Есть," 95,00"
447,B00890,"Магнітний кабель Ewell microUSB2.0 - USB 2.1 A 1 метр, в красной оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb-rtl/?sku=1420,Есть," 120,00"
448,B00694,"Кабель USB2.0 AM to BM, для принтера 3.0 метра, феррит, белый",https://buygadget.com.ua/kabel-usb20-am-to-bm-08m/?sku=1108,Есть," 92,00"
449,B00712,"Кабель SATA3.0, 7pin F/F, з застібками чорний 40 см.",https://buygadget.com.ua/kabel-sata30-7pin-ff/?sku=1128,Есть," 69,00"
450,B00895,"Розетка HDMI, внутрішня на 1-порт HDMI біла",https://buygadget.com.ua/rozetka-hdmi-vnutrennya-na-1-port-hdmi/?sku=1440,Есть," 404,00"
451,B00885,"Magnetic кабель USB2.0 AM (2,1A) без коннектора в красной оплетке, длина 1 м.",https://buygadget.com.ua/magnetic-kabel-usb20-am-21a-bez-konnektora/?sku=1416,Есть," 112,00"
452,B00706,"Кабель Audio 3.5 мм to 2xRCA M/M, Premium 5 метрів",https://buygadget.com.ua/kabel-audio-35-mm-m-to-2xrca-m-premium/?sku=1122,Есть," 232,00"
453,B00884,Magnetic коннектор 2.1A USB3.1 Type-C,https://buygadget.com.ua/magnetic-konnektor-21a/?sku=1419,Есть," 112,00"
454,B00310,Кабель 3xRCA M/M 5.0 метрів,https://buygadget.com.ua/kabel-3xrca-m-to-3xrca-m/?sku=667,Есть," 188,00"
455,DT-V004,"Кабель VGA 3+6, DTECH 5.0 метров ",https://buygadget.com.ua/kabel-vga-36-dtech/?sku=1313,Есть," 840,00"
456,B00658,"AUX Кабель 4pin Audio 3.5 мм M/M, в оплетке gold",https://buygadget.com.ua/aux-kbel-4pin-audio-35-mm-mm-v-opletke/?sku=1435,Есть," 126,00"
457,B00441,Ковпачок ізолюючий до конектора RJ-45 упаковка 100 штук (чорні),https://buygadget.com.ua/kolpachok-izoliruyushchiy-dlya-konnektora-rj-45/?sku=1589,Есть," 136,00"
458,B00831,"Райзер Ewell Riser Card PCI-E 16X ver 2.0, Molex, із засувкою 35 см. (EW185)",https://buygadget.com.ua/riser-card-pci-e-16x-ver20-molex-zashchelka/?sku=1357,Есть," 450,00"
459,B00291,Кабель VGA 3+6 5 метров 3+6,https://buygadget.com.ua/kabel-vga-m-to-vga-m/,Есть," 216,00"
460,B00870,Кардридер 23 in 1 прозрачный,https://buygadget.com.ua/kardrider-23-in-1/?sku=1415,Есть," 228,00"
461,B00417,Удлинитель 2xRCA (M) to 2xRCA (F) RTL 10 метров,https://buygadget.com.ua/udlinitel-2xrca-m-to-2xrca-f-75m-rtl/?sku=786,Есть," 245,00"
462,B00104,Райзер Ewell Riser Card PCI E 16X ver. 3.0 PRO 40 см. кут 180 градусів (EW353),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30-pro/?sku=1563,Есть,"2 100,00"
463,B00402,Кабель Audio 3.5 мм M/M 3 метра,https://buygadget.com.ua/kabel-audio-35-mm-m-to-35-mm-f/?sku=773,Есть," 53,00"
464,B00772,Адаптер PCI-E 4x to NGFF M.2 червоні,https://buygadget.com.ua/adapter-pci-e-4x-to-ngff-m2/?sku=1567,Есть," 249,00"
465,B00601,"Кабель-браслет Lightning, 20 см, RTL серый",https://buygadget.com.ua/kabel-braslet-iphone-56ipad-20-sm/?sku=992,Есть," 120,00"
466,B00922,Ковпачок ізолюючий під обжимку Ewell RJ-45 25 штук (світло-сірий),https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1487,Есть," 70,00"
467,B00468,"Кабель IEEE 1394 4P/4P 5 метров, блистер",https://buygadget.com.ua/kabel-ieee-1394-4p4p-3m-rtl/?sku=848,Есть," 240,00"
468,B00666,"AUX Кабель Audio 4pin to 3pin, 3.5 мм M/M, с микрофоном красный",https://buygadget.com.ua/aux-kabel-audio-4pin-to-3pin-35-mm-mm-s-mikrofonom/?sku=1067,Есть," 148,00"
469,B00911,"Magnetic кабель USB2.0 AM (2,4A) без коннектора в красной оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-24a-bez-konnektora1/?sku=1447,Есть," 145,00"
470,B00638 ,"Кабель USB2.0 to micro USB2.0, 2.4А 0.5 метрів, білий",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-24a/?sku=1651,Есть," 95,00"
471,B00913,Магнітний кабель синхронізації Ewell USB Type-C to USB 3A 1 м в красной оплетке,https://buygadget.com.ua/magnetic-kabel-usb20-am-to-type-c/?sku=1449,Есть," 300,00"
472,B01021,"Подовжувач Ewell USB Type-C, Gen2, 100W 5A, чорний  5.0 метрів, 5 Gbps",https://buygadget.com.ua/podovzhuvach-type-c/?sku=1664,Есть," 700,00"
473,B00644,"Подовжувач Ewell USB 3.0 AM - AF, 26 AWG, синій 1.5 метри, EW434",https://buygadget.com.ua/udlinitel-usb30-amaf/?sku=1037,Есть," 190,00"
474,B00754,"Кабель для принтера угловой 90 градусов up 90 градусов, 1.0м",https://buygadget.com.ua/kabel-usb20-am-to-bm-up-90-gradusov-15m/?sku=1158,Есть," 132,00"
475,B00968,"Кабель HDMI v2.0, 3D, 4K 10.0 метрів, 4K 60Hz",https://buygadget.com.ua/kabel-hdmi-v20-3d-4k/?sku=1553,Есть,"1 053,00"
476,B00894,"Магнітний кабель Ewell Lightning - USB 2.1 А 1 метр, в красной оплетке ",https://buygadget.com.ua/magnetic-kabel-lightning-rtl/?sku=1429,Есть," 165,00"
477,B00802,Magnetic кабель USB2.0 AM to micro USB в золотистой оплетке,https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb/?sku=1228,Есть," 280,00"
478,B00063,Райзер Ewell Riser Card PCI E 16X ver. 3.0 PRO 50 см. кут 180 градусів (EW451),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30-pro/?sku=1596,Есть,"2 400,00"
479,B00889,"Магнітний кабель Ewell USB Type-C to USB 2.1 A 1 метр, в золотистой оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-type-c-rtl/?sku=1425,Есть," 140,00"
480,B01006,"Кабель SATA3.0, 7pin F/F, з застібками чорний , L- конектор, 40 см.",https://buygadget.com.ua/kabel-sata30-7pin-ff/?sku=1538,Есть," 69,00"
481,B00113,Кабель USB2.0 AM to micro USB2.0 M 2.0 метри,https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-18m/?sku=1212,Есть," 84,00"
482,B00991,Кабель AUX Lightning to 3pin Audio 3.5 мм золотистий,https://buygadget.com.ua/kabel-aux-lightning-to-3pin-audio-35-mm/?sku=1578,Есть," 212,00"
483,B00912,"Магнітний кабель синхронізації Ewell Lightning - USB 3A, 1 м червоне обплетення",https://buygadget.com.ua/magnetic-kabel-iphone-567ipad-4/?sku=1448,Есть," 320,00"
484,B00607,"Кабель-браслет micro USB 2.0, 20 см, RTL            синий",https://buygadget.com.ua/kabel-braslet-micro-usb-20-20-sm/?sku=998,Есть," 120,00"
485,B00338,"Кабель Ewell USB 3.0 AM - AM, 28 AWG 0,6 метра, червоний, EW480",https://buygadget.com.ua/kabel-usb30-amam-ploskiy/?sku=1700,Есть," 132,00"
486,B00568,Райзер Ewell Riser Card PCI E 16X ver. 2.0 з клямкою 35 см. (EW182),https://buygadget.com.ua/riser-card-pci-e-16x-ver20-zashchelka/?sku=1354,Есть," 400,00"
487,B00903,"OTG адаптер Ewell Type-C to USB 3.0 рожевий, EW466",https://buygadget.com.ua/adapter-usb-31-type-c-to-usb-30-otg-adapter/?sku=1584,Есть," 95,00"
488,B00590,"Кабель синхронізації Ewell USB2.0 - Type-C M/M 2.4А 1.0 метр, чорний",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-oyem/?sku=982,Есть," 105,00"
489,B00923,Ковпачок ізолюючий під обжимку Ewell RJ-45 25 штук (помаранчевий),https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1490,Есть," 70,00"
490,B00907,Райзер Ewell Riser Card PCI E 16X ver. 3.0 із засувкою 25 см. кут 90 градусів (EW315),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30/?sku=1494,Есть," 800,00"
491,B00891,"Магнітний кабель Ewell microUSB2.0 - USB 2.1 A 1 метр, в золотистой оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb-rtl/?sku=1421,Есть," 120,00"
492,B00616,"USB2.0 кабель для iPhone 5/6/iPad 4, оплетка 2 метра, белый",https://buygadget.com.ua/usb20-kabel-dlya-iphone-56ipad-4-rtl/?sku=1008,Есть," 170,00"
493,B00886,"Magnetic кабель USB2.0 AM (2,1A) без коннектора в золотистой оплетке, длина 1 м.",https://buygadget.com.ua/magnetic-kabel-usb20-am-21a-bez-konnektora/?sku=1417,Есть," 112,00"
494,B00074,"Кабель USB2.0 AM to micro USB2.0 M, оплетка, RTL 2 метра, белый, блистер",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-opletka-2m/?sku=1057,Есть," 84,00"
495,B00715,"Кабель Audio 3.5 мм to 2xRCA M/M, Premium 10 метрів",https://buygadget.com.ua/kabel-audio-35-mm-m-to-2xrca-m-premium/?sku=1686,Есть," 340,00"
496,B00658,"AUX Кабель 4pin Audio 3.5 мм M/M, в оплетке red",https://buygadget.com.ua/aux-kbel-4pin-audio-35-mm-mm-v-opletke/?sku=1436,Есть," 126,00"
497,B00342,Удлинитель Audio 3.5 мм M/F 10 метрів,https://buygadget.com.ua/udlinitel-audio-35-mm-m-to-35-mm-f-18m/?sku=1710,Есть," 144,00"
498,B00473,Кабель Audio 3.5 мм M/M 5 метров,https://buygadget.com.ua/kabel-audio-35-mm-m-to-35-mm-f/?sku=837,Есть," 84,00"
499,B00716,Ковпачок ізолюючий до конектора RJ-45 упаковка 100 штук (сірі),https://buygadget.com.ua/kolpachok-izoliruyushchiy-dlya-konnektora-rj-45/?sku=1130,Есть," 136,00"
500,B00228,Кабель VGA 3+6 10 метров 3+6,https://buygadget.com.ua/kabel-vga-m-to-vga-m/?sku=681,Есть," 370,00"
501,B00602,"Кабель-браслет Lightning, 20 см, RTL синий",https://buygadget.com.ua/kabel-braslet-iphone-56ipad-20-sm/?sku=993,Есть," 120,00"
502,B00908,Райзер Ewell Riser Card PCI E 16X ver. 3.0 із засувкою 25 см. прямий (EW316),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30/?sku=1495,Есть," 800,00"
503,B00834,"Magnetic кабель USB2.0 AM (2,1A) без коннектора в черной оплетке, длина 2 м.",https://buygadget.com.ua/magnetic-kabel-usb20-am-21a-bez-konnektora/?sku=1361,Есть," 154,00"
504,B00645,"Кабель Ewell USB 3.0 AM - AM, 28 AWG 1,5 метри, синій, EW298",https://buygadget.com.ua/kabel-usb30-amam-ploskiy/?sku=1038,Есть," 190,00"
505,B00391,"Магнітний кабель Ewell microUSB2.0 - USB 2.1 A 2 метра, в черной оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb-rtl/?sku=1309,Есть," 180,00"
506,B00955,"OTG адаптер Ewell Type-C to USB 3.0 золотистий, EW467",https://buygadget.com.ua/adapter-usb-31-type-c-to-usb-30-otg-adapter/?sku=1585,Есть," 95,00"
507,B00603,"Кабель-браслет Lightning, 20 см, RTL розовый",https://buygadget.com.ua/kabel-braslet-iphone-56ipad-20-sm/?sku=994,Есть," 120,00"
508,B00491,"Кабель USB2.0 AM to micro USB2.0 M, оплетка, RTL 3 метра, черный, блистер",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-opletka-2m/?sku=883,Есть," 110,00"
509,B00992,Кабель AUX Lightning to 3pin Audio 3.5 мм рожевий,https://buygadget.com.ua/kabel-aux-lightning-to-3pin-audio-35-mm/?sku=1579,Есть," 212,00"
510,B00488,"USB2.0 кабель для iPhone 5/6/iPad 4, оплетка 3 метра, черный",https://buygadget.com.ua/usb20-kabel-dlya-iphone-56ipad-4-rtl/?sku=880,Есть," 225,00"
511,B00693,"Кабель синхронізації Ewell USB2.0 - Type-C M/M 2.4А 2.0 метра, білий",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-oyem/?sku=1096,Есть," 145,00"
512,B00608,"Кабель-браслет micro USB 2.0, 20 см, RTL            розовый",https://buygadget.com.ua/kabel-braslet-micro-usb-20-20-sm/?sku=999,Есть," 120,00"
513,B00384,"Подовжувач Ewell USB 3.0 AM - AF, 26 AWG, синій 2.0 метри, EW486",https://buygadget.com.ua/udlinitel-usb30-amaf/?sku=1707,Есть," 220,00"
514,B00987,"Кабель HDMI v2.0, 3D, 4K 15.0 метрів, 4K 30Hz",https://buygadget.com.ua/kabel-hdmi-v20-3d-4k/?sku=1530,Есть,"1 240,00"
515,B00943,"Кабель SATA3.0, 7pin F/F, з застібками синій 40 см.",https://buygadget.com.ua/kabel-sata30-7pin-ff/?sku=1443,Есть," 69,00"
516,B00658,"AUX Кабель 4pin Audio 3.5 мм M/M, в оплетке black",https://buygadget.com.ua/aux-kbel-4pin-audio-35-mm-mm-v-opletke/?sku=1437,Есть," 126,00"
517,B00978,Ковпачок ізолюючий під обжимку Ewell RJ-45 25 штук (синій),https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1524,Есть," 70,00"
518,B00687,Цифровой оптичний Audio кабель S/PDIF 8.0 метрів,https://buygadget.com.ua/digital-audio-optical-kabel-18m/,Есть," 365,00"
519,B00395,"Магнітний кабель Ewell microUSB2.0 - USB 2.1 A 2 метра, в серебристой оплетке",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb-rtl/?sku=1310,Есть," 180,00"
